"303","Nagaon",,"3672","26.3463713","92.6840426","70.47322083","147137","Nagaon","AS"
"304","Beed",,"2442","18.9890893","75.7600785","514.0663452","146709","Beed","MH"
"305","Mohali","Ajitgarh; Sahibzada Ajit Singh Nagar","172","30.7046486","76.7178726","316.6143494","146104","Mohali","PB"
"306","Chitradurga",,"8194","14.2305594","76.3984537","725.1588745","145853","Chitradurga","KA"
"307","Tiruvannamalai","Thiruvannamalai; Trinomali; Trinomalee","4175","12.2252841","79.0746957","173.3144226","145278","Tiruvannamalai","TN"
"308","Abohar",,"1634","30.1452928","74.1993043","187","145238","Fazilka","PB"
"309","Harihar","Harihara; Hurryhur","8192","14.5304566","75.8010962","535.6509399","145000","Davanagere","KA"
"310","Basirhat",,"3217","22.6574017","88.8671766","12.76715946","144891","North 24 Parganas","WB"
"311","Kaithal",,"1746","29.7856734","76.3984537","234.582428","144633","Kaithal","HR"
"312","Pudukkottai",,"4322","10.379663","78.8208454","100.0845032","143745","Pudukkottai","TN"
"313","Godhra",,"2672","22.7788044","73.6142795","126.504921","143644","Panchmahal","GJ"
"314","Giridih",,"6532","24.1821391","86.2869507","280.0335999","143529","Giridih","JH"
"315","Pathankot",,"186","32.2643375","75.6421121","330.3391113","143357","Pathankot","PB"
"316","Shillong",,"364","25.578765","91.893187","1436.608154","143299","East Khassi Hills","ML"
"317","Bhuj",,"2832","23.2419997","69.6669324","104.7913437","143286","Kutch","GJ"
"318","Khurja",,"5738","28.2513538","77.8538797","204.8615723","142636","Bulandshahr","UP"
"319","Bhimavaram",,"8816","16.544709","81.520593","8.032157898","142280","West","AP"
"320","Pakhanjore",,"7844","20.0399913","80.6271415","335.3703308","142240","kanker","CT"
"321","Mandsaur","Mandsour","7422","24.076836","75.0692952","442.1610107","141468","Mandsaur","MP"
"322","Moga",,"1636","30.8164603","75.1717093","223.4807281","141432","Moga","PB"
"323","Rewari",,"1274","28.1927631","76.6239423","244.4236145","140864","Rewari","HR"
"324","Ankleshwar","Ankleshvar","2646","21.6264236","73.0151984","24.07283211","140839","Bharuch","GJ"
"325","Kumbakonam","Coombaconum","435","10.9616945","79.3881132","30.36466408","140156","Thanjavur","TN"
"326","Pandharpur",,"2186","17.6745535","75.3237262","463.4938965","140000","Solapur","MH"
"327","Gonda",,"5262","27.1339913","81.9618968","110.3172379","138929","Gonda","UP"
"328","Kolar",,"8152","13.1357446","78.1325611","845.6694946","138462","Kolar","KA"
"329","Yavatmal",,"7232","20.3887937","78.1204073","458.5481567","138303","Yavatmal","MH"
"330","Bankura",,"3242","23.2324146","87.0786044","87.93463898","138036","Bankura","WB"
"331","Mandya",,"8232","12.5221567","76.9009191","679.4824829","137358","Mandya","KA"
"332","Dehri","Dehri on Sone","6184","24.9277351","84.1909841","107.9899445","137068","Rohtas","BR"
"333","Kamptee","Kamthi","7109","21.2275312","79.1900834","291.9042053","136124","Nagpur","MH"
"334","Nalgonda",,"8682","17.057358","79.268649","238.0984039","135744","Nalgonda","TG"
"335","Madanapalle",,"8571","13.5603491","78.5036065","690.973877","135669","Chittoor","AP"
"336","Malerkotla",,"1675","30.5232076","75.8882508","250.1086884","135424","Sangrur","PB"
"337","Siwan",,"6154","26.2196205","84.3566593","71.35335541","134458","Siwan","BR"
"338","Khargone",,"7282","21.8335244","75.6149893","253.424057","133361","Khargone","MP"
"339","Mainpuri",,"5672","27.2284986","79.0249516","160.0520782","133078","Mainpuri","UP"
"340","Dholpur","Dhaulpur","5642","26.7025181","77.893391","179.6394196","133075","Dholpur","RJ"
"341","Lalitpur",,"5176","24.6878597","78.4120206","358.6721802","133041","Lalitpur","UP"
"342","Chakdaha",,"3473","23.047858","88.5130144","18.15947914","132855","Nadia","WB"
"343","Gondia","Gondiya","7182","21.4624491","80.2209773","309.0845032","132821","Gondia","MH"
"344","Ramgarh",,"6553","23.6332243","85.5148735","337.1078186","132441","Ramgarh","JH"
"345","Darjeeling","Darjiling","354","27.0360066","88.2626751","2121.883301","132016","Darjeeling","WB"
"346","Palwal",,"1275","28.1487362","77.3320262","197.7573395","131121","Palwal","HR"
"347","Etah",,"5742","27.5587505","78.662567","173.7796631","131023","Etah","UP"
"348","Palakkad","Palghat","491","10.7867303","76.6547932","78.25090027","131019","Palakkad","KL"
"349","Rajapalayam",,"4563","9.451559","77.554355","165.8852997","130442","Virudhunagar","TN"
"350","Botad",,"2849","22.1704232","71.6684269","89.01899719","130327","Botad","GJ"
"351","Gangapur",,"7463","26.478446","76.732222","264.5637512","130061","Sawai Madhopur","RJ"
"352","Kottayam",,"481","9.5915668","76.5221531","27.32284927","129894","Kottayam","KL"
"353","Deoria",,"5568","26.505358","83.784454","81.02468872","129570","Deoria","UP"
"354","Bhadrak",,"6784","21.0582737","86.4958396","19","129,152","Bhadrak","OR"
"355","Neemuch","Nimach","7423","24.4763852","74.8624092","487.5201721","128575","Neemuch","MP"
"356","Khanna",,"1628","30.697852","76.2112286","264.3095093","128137","Ludhiana","PB"
"357","Alipurduar",,"3564","26.4918891","89.5271026","51.52791595","127342","Alipurduar","WB"
"358","Purulia","Puruliya","3252","23.3320779","86.365208","255.6390381","126894","Purulia","WB"
"359","Guntakal",,"8552","15.1674091","77.3736238","456.1523132","126270","Anantapur","AP"
"360","Pithampur",,"7292","22.613252","75.6822899","579.706604","126099","Dhar","MP"
"361","Ujhani",,"5832","28.0003235","79.0051685","171.6160583","126000","Budaun","UP"
"362","Srikakulam",,"8942","18.2969747","83.8967813","16.95469856","125939","Srikakulam","AP"
"363","Tinsukia",,"374","27.4921909","95.346775","124.8054733","125637","Tinsukia","AS"
"364","Patan",,"2766","23.8493246","72.1266255","83.89413452","125497","Patan","GJ"
"365","Jagdalpur",,"7782","19.0740973","82.008014","559.7224121","125345","Bastar","CT"
"366","Motihari",,"6252","26.6469624","84.9088938","71.75642395","125183","East Champaran","BR"
"367","Jangipur","Jahangirpur","3483","24.4589833","88.1047287","25.37328148","122875","Murshidabad","WB"
"368","Palanpur",,"2742","24.174051","72.4330989","218.0046692","122344","Palanpur","GJ"
"369","Dharmavaram",,"8559","14.422733","77.721472","366.432251","121874","Anantapur","AP"
"370","Kashipur",,"5947","29.2104232","78.9618845","236.8998871","121610","Udham Singh Nagar","UT"
"371","Ghazipur","Ghazeepore; Ghazipour; Gauspur","548","25.5840419","83.5770202","72.60386658","121136","Ghazipur","UP"
"372","Sawai Madhopur",,"7462","26.0377772","76.3521514","256.9685974","121106","Sawai Madhopur","RJ"
"373","Churu",,"1562","28.2920484","74.9617924","290.7017517","120157","Churu","RJ"
"374","Medininagar","Daltonganj","6562","24.0420432","84.0907246","235.2293243","119972","Palamu","JH"
"375","Dahod","Dohad","2673","22.8379314","74.2531465","300.2412109","118846","Dahod","GJ"
"376","Chirkunda",,"6540","23.747887","86.7868768","127.4498215","118822","Dhanbad","JH"
"377","Nawada",,"6324","24.877299","85.538434","90.87934875","118820","Nawada","BR"
"378","Chikkamagallooru","Chikmagalur","8262","13.315258","75.7754018","1039.627197","118496","Chikkamagallooru","KA"
"379","Chikmagalur","Chikkamagaluru","8262","13.315258","75.7754018","1039.627197","118496","Chikkamagaluru","KA"
"380","Jetpur","Jetpur Navagadh; Kathi","2823","21.761778","70.621101","85.68093109","118302","Rajkot","GJ"
"381","Gudivada",,"8674","16.4410255","80.9926327","12.98032093","118167","Krishna","AP"
"382","Baran",,"7453","25.1011438","76.5131637","265.5518188","117992","Baran","RJ"
"383","Hoshangabad",,"7574","22.744108","77.736967","307.6637573","117956","Hoshangabad","MP"
"384","Adilabad",,"8732","19.676527","78.532194","250.7736664","117167","Adilabad","TG"
"385","Muktasar","Sri Muktsar Sahib","1633","30.476681","74.511289","201.9296875","117085","Muktsar","PB"
"386","Baripada",,"6792","21.9322338","86.7516942","51.77962112","116,874","Mayurbhanj","OR"
"387","Hosur",,"4344","12.7409127","77.8252923","867.4117432","116821","Krishnagiri","TN"
"388","Barnala",,"1679","30.3819446","75.5467979","231.9137115","116449","Barnala","PB"
"389","Makrana",,"1588","27.0285581","74.714621","424.9034424","116295","Nagaur","RJ"
"390","Narasaraopet",,"8647","16.2353506","80.0479039","76.20675659","116250","Guntur","AP"
"391","Sultanpur",,"5362","26.2647757","82.0727061","100.0650177","116211","Sultanpur","UP"
"392","Azamgarh",,"5462","26.0737044","83.1859458","83.68569183","116165","Azamgarh","UP"
"393","Bijnor","Bijnaur; Bijnour","1342","29.3724422","78.1358472","237","115381","Bijnor","UP"
"394","Sahaswan",,"5833","28.0724712","78.7561222","173.4587097","114921","Budaun","UP"
"395","Basti",,"5542","26.8176796","82.7633133","91.81111908","114651","Basti","UP"
"396","Gangawati",,"8533","15.431874","76.5314817","411.6218262","114642","Koppal","KA"
"397","Kothamangalam","Kotamangalam","485","10.0601903","76.6350827","19.78596687","114639","Ernakulam","KL"
"398","Valsad","Bulsar","2632","20.5992349","72.9342451","14.99677181","114636","Valsad","GJ"
"399","Ambikapur",,"7774","23.1354921","83.1817856","604.1185913","114575","Surguja","CT"
"400","Itarsi",,"7572","22.6054858","77.753544","323.8190613","114430","Hoshangabad","MP"
"401","Panaji","Panjim","832","15.4909301","73.8278496","51.43948746","114405","North Goa","GA"
"402","Chandausi",,"5921","28.4480507","78.7796105","194.0588226","114254","Sambhal","UP"
"403","Siddipet",,"8457","18.101864","78.851948","482.7502136","113358","Medak","TG"
"404","Kalol",,"2764","23.2463895","72.5086513","69.38564301","113153","Gandhinagar","GJ"
"405","Bagaha",,"6251","27.128635","84.062203","94","113012","West Champaran","BR"
"406","Achalpur","Ellichpur; Illychpur; Paratwada","7223","21.257584","77.5086754","375.4376526","112293","Amravati","MH"
"407","Gondal",,"2825","21.9619463","70.792297","140.0986023","112197","Rajkot","GJ"
"408","Osmanabad","Usmanabad","2472","18.1860659","76.0419409","663.3656006","112085","Osmanabad","MH"
"409","Akbarpur",,"5271","26.4407468","82.5537514","91.59300232","111594","Ambedkar Nagar","UP"
"410","Ballia",,"5948","25.7584381","84.1487319","66.55557251","111287","Ballia","UP"
"411","Deesa","Disa","2744","24.2585031","72.1906721","144.5768585","111149","Banaskantha","GJ"
"412","Nagaur",,"1582","27.1991222","73.740924","302.00177","110797","Nagaur","RJ"
"413","Bangaon","Bongaon","3215","23.0440381","88.827703","14.77509594","110668","North 24 Parganas","WB"
"414","Buxar",,"6183","25.5647103","83.9777482","67.23199463","110608","Buxar","BR"
"415","Firozpur","Ferozpur","1632","30.9331348","74.6224755","199.1628723","110091","Firozpur","PB"
"416","Hindaun",,"7469","26.7454967","77.0330481","230.0713043","109569","Karauli","RJ"
"417","Mubarakpur",,"5462","26.0809431","83.2987576","78.12638092","109539","Azamgarh","UP"
"418","Tanda",,"5273","26.5432647","82.6645469","89.56899261","109539","Ambedkar Nagar","UP"
"419","Dhubri",,"3662","26.0206982","89.9743463","31.24821281","109234","Dhubri","AS"
"420","Sehore",,"7562","23.205012","77.0850781","495.4626465","109025","Sehore","MP"
"421","Anantnag",,"1932","33.704949","75.247874","1669","108505","Anantnag","JK"
"422","Tadipatri","Tadpatri","8558","14.9070274","78.0092703","239.9841156","108171","Anantapur","AP"
"423","Port Blair",,"3192","11.6233774","92.7264828","16.12903976","108058","South Andaman","AN"
"424","Greater Noida",,"120","28.4743879","77.5039904","201.2235565","107676","Gautam Budh Nagar","UP"
"425","Shikohabad",,"5676","27.110254","78.573784","165.9549866","107300","Firozabad","UP"
"426","Shamli",,"1398","29.4507575","77.3152116","246.3363647","107233","Shamli","UP"
"427","Kishanganj",,"6456","26.0917422","87.9383822","52.08067703","107076","Kishanganj","BR"
"428","Hinganghat",,"7153","20.5505728","78.8411405","225.748764","106984","Wardha","MH"
"429","Cooch Behar","Koch Bihar","3582","26.3356861","89.445851","46.84392548","106760","Cooch Behar","WB"
"430","Karaikudi",,"5465","10.0731315","78.7801544","97.06617737","106714","Sivaganga","TN"
"431","Wardha",,"7152","20.745319","78.6021946","285.7658081","106444","Wardha","MH"
"432","Ranebennuru","Ranibennur","8373","14.6113428","75.6382657","589.5830688","106365","Haveri","KA"
"433","Sitamarhi",,"6226","26.5952476","85.4808393","67","105924","Sitamarhi","BR"
"434","Neyveli",,"4142","11.5432364","79.4760133","38.98167801","105687","Cuddalore","TN"
"435","Amreli",,"2792","21.6031774","71.2220832","125.6765442","105573","Amreli","GJ"
"436","Amreli",,"2792","21.6031774","71.2220832","125.6765442","105573","Amreli","GJ"
"437","Suryapet",,"8684","17.143132","79.630418","177.2016449","105531","Nalgonda","TG"
"438","Jamalpur","Monghyr","6344","25.312717","86.4906091","53","105221","Munger","BR"
"439","Bhiwadi",,"1493","28.2088218","76.8445999","264.0555115","104883","Alwar","RJ"
"440","Barshi","Barsi","2184","18.2333856","75.6941478","516.8850708","104786","Solapur","MH"
"441","Bundi",,"747","25.4305144","75.6499025","264.7151489","104457","Bundi","RJ"
"442","Tadepalligudem",,"8818","16.8138415","81.521241","17.9314785","103906","West","AP"
"443","Miryalaguda","Miryalguda","8689","16.862087","79.554051","138.7900543","103817","Nalgonda","TG"
"444","Chirmiri",,"7771","23.1879502","82.354162","579.0206909","103575","Koriya","CT"
"445","Betul","Badnur","7141","21.9108031","77.9011842","656.3870239","103341","Betul","MP"
"446","Amaravati",,"866","16.574517","80.359012","34.70643616","103000","Guntur","AP"
"447","Nagapattinam","Nagapatnam; Negapatam","4365","10.7656082","79.8423888","8.948264122","102905","Nagapattinam","TN"
"448","Baraut",,"1234","29.099112","77.256551","230.9974823","102733","Baghput","UP"
"449","Jehanabad","Jahanabad","6114","25.2139287","84.9895549","70.55371094","102456","Jehanabad","BR"
"450","Seoni",,"7692","22.0868691","79.5434841","612","102377","Seoni","MP"
"451","Rishikesh",,"135","30.0869281","78.2676116","359.1828003","102138","Dehradun","UT"
"452","Khair",,"5724","27.9391956","77.8424456","191.1534882","102106","Aligarh","UP"
"453","Dhamtari",,"7722","20.7014999","81.5541579","326.9315491","101677","Dhamtari","CT"
"454","Kapurthala",,"1822","31.367197","75.374504","227","101654","Kapurthala","PB"
"455","Sujangarh",,"1568","27.7044756","74.4642861","317.90979","101528","Churu","RJ"
"456","Aurangabad",,"6186","24.7457189","84.3804888","115.0035934","101520","Aurangabad","BR"
"457","Chilakaluripet",,"8646","16.0924301","80.1623948","34.29998016","101398","Guntur","AP"
"458","Malappuram","Malapuram","483","11.0731819","76.0739999","23.61590958","101386","Malappuram","KL"
"459","Kasganj",,"5744","27.8129344","78.649785","176.5052338","101241","Kasganj","UP"
"460","Vasco","Vasco da Gama","832","15.3860329","73.8440398","43.95529175","100485","South Goa","GA"
"461","Tezpur",,"3712","26.6528495","92.7925592","80.89276886","100477","Sonitpur","AS"
"462","Jhunjhunu",,"1592","28.1288747","75.3995089","340.8633728","100476","Jhunjhunu","RJ"
"463","Datia",,"7522","25.6653262","78.4609393","258.0890503","100466","Datia","MP"
"464","Banswara",,"2962","23.5461394","74.4349761","216.4357605","100128","Banswara","RJ"
"465","Raigarh",,"7762","21.8974003","83.3949632","225.9944305","100097","Raigarh","CT"
"466","Nagda",,"7366","23.4454599","75.4169918","468.0708923","100036","Ujjain","MP"
"467","Lakhisarai","Luckeesarai","6346","25.1673614","86.0988253","44.62659454","99931","Lakhisarai","BR"
"468","Auraiya",,"5683","26.4625957","79.5097549","142.4732666","99674","Auraiya","UP"
"469","Kohima",,"370","25.6585963","94.1053307","1444.924927","99039","Kohima","NL"
"470","Gangtok",,"3592","27.3389356","88.6065035","1508.041382","98658","East Sikkim","SK"
"471","Mahuva",,"2844","21.0902193","71.7563169","15.56348133","98519","Bhavnagar","GJ"
"472","Silvassa",,"260","20.2762659","73.0083061","45.3859787","98265","Dadra and Nagar Haveli","DN"
"473","Balangir",,"6652","20.7074234","83.4842725","186.3935852","98238","Balangir","OR"
"474","Phagwara",,"1824","31.2240198","75.7708013","248.725296","97864","Kapurthala","PB"
"475","Jharsuguda",,"6645","21.8554375","84.0061661","223.2878265","97,730","Jharsuguda","OR"
"476","Chalisgaon",,"2589","20.4640778","74.9968543","348.2217712","97551","Jalgaon","MH"
"477","Khatauli",,"1396","29.2758596","77.7309012","242.2206268","97427","Muzaffarnagar","UP"
"478","Manjeri",,"483","11.1202984","76.1199677","46.15379715","97102","Malappuram","KL"
"479","Mormugao",,"832","15.3874352","73.8154394","25.81946754","97085","South Goa","GA"
"480","Deoband",,"1336","29.6910213","77.6822442","257.0641785","97037","Saharanpur","UP"
"481","Mahasamund",,"7723","21.1091317","82.0979023","298.6129761","96850","Mahasamund","CT"
"482","Jagtial",,"8724","18.788321","78.913899","291.2195435","96470","Karimnagar","TG"
"483","Viluppuram","Villupuram; Vizhupuram","4146","11.9368897","79.4872619","49.61007309","96253","Viluppuram","TN"
"484","Amalner",,"2587","21.0419208","75.0581943","189.4182587","96000","Jalgaon","MH"
"485","Sardarshahar",,"1564","28.440419","74.493705","252.9178314","95911","Churu","RJ"
"486","Paramakudi",,"4564","9.5483949","78.5916335","43.28408051","95579","Ramanathapuram","TN"
"487","Zirakpur",,"1762","30.6425496","76.8173359","300.6460876","95553","Mohali","PB"
"488","Tiruchengode",,"4288","11.378665","77.894975","250.0773926","95335","Namakkal","TN"
"489","Nagina",,"1343","29.4426409","78.4326638","251.7993011","95246","Bijnor","UP"
"490","Mahoba",,"5281","25.2920964","79.8724168","208.4297943","95216","Mahoba","UP"
"491","Muradnagar",,"1232","28.7703752","77.4988753","219.891098","95208","Ghaziabad","UP"
"492","Ramanagara","Shamserabad","80","12.7094487","77.2807423","678.3043823","95167","Ramnagar","KA"
"493","Kovilpatti","Covilpatti","4632","9.1674144","77.8767442","110.0148926","95057","Thoothukudi","TN"
"494","Dhanpuri",,"7652","23.2307927","81.4690932","457.6452026","94799","Shahdol","MP"
"495","Bhadohi","Sant Ravidas Nagar","5414","25.38727","82.5680309","89.06383514","94620","Sant Ravidas Nagar","UP"
"496","Theni-Allinagaram",,"4546","10.010262","77.476819","298.3984375","94453","Theni","TN"
"497","Khamgaon",,"7263","20.707117","76.571995","305.9248962","94191","Buldhana","MH"
"498","Dhar",,"7292","22.6012922","75.3024655","569.3966675","93917","Dhar","MP"
"499","Balaghat",,"7632","21.812876","80.1838293","314.5561829","93231","Balaghat","MP"
"500","Akot",,"7258","21.0973361","77.053568","309.5272217","92637","Akola","MH"
"501","Fatehpur",,"1571","27.9950204","74.9617924","326.6806641","92595","Sikar","RJ"
"502","Thalassery","Tellicherry","490","11.7532878","75.4928777","9.58013916","92558","Kannur","KL"
"503","Bolpur",,"3463","23.6686892","87.6827676","51.02700806","92370","Birbhum","WB"
"504","Kanthi","Contai","3220","21.7811343","87.7450379","8.926074982","92226","Midnapore East","WB"
"505","Rajpura",,"1762","30.483997","76.5939516","276.4761047","92193","Patiala","PB"
"506","Udgir",,"2385","18.3942882","77.1126009","640.12854","91933","Latur","MH"
"507","Bhandara",,"7184","21.1750113","79.6558242","259.7280884","91845","Bhandara","MH"
"508","Dadri",,"120","28.5461902","77.55621","208.2372894","91189","Gautam Buddha Nagar","UP"
"509","Ponnani","Ponani; Paniyani","494","10.7677201","75.9259013","7.560951233","90374","Malappuram","KL"
"510","Kadayanallur",,"4633","9.0778543","77.3451861","196.4386902","90364","Tirunelveli","TN"
"511","Pratapgarh","Bela Pratapgarh","5342","25.8973038","81.9452981","96.01345825","90334","Pratapgarh","UP"
"512","Pollachi",,"4259","10.6572737","77.0106693","287.6619263","90180","Coimbatore","TN"
"513","Najibabad",,"1341","29.6127789","78.3446003","273.1411743","88535","Bijnor","UP"
"514","Parli",,"2446","18.8453169","76.5198462","468.4645996","88510","Beed","MH"
"515","Ooty","Ootacamund; Udhagamandalam; Udhagai","423","11.4064138","76.6932438","2247.507813","88430","Nilgiri","TN"
"516","Jhumri Telaiya",,"6534","24.4289365","85.5354724","393.4347839","87867","Koderma","JH"
"517","Margao","Madgaon","832","15.2832187","73.986191","34.68006897","87650","South Goa","GA"
"518","Mancherial",,"8736","18.868797","79.446944","153.9965363","86911","Adilabad","TG"
"519","Karaikal",,"4368","10.9254398","79.8380056","4.212997913","86838","Karaikal","PY"
"520","Dausa",,"1427","26.8931931","76.3375284","345.1671753","85960","Dausa","RJ"
"521","Jeypore","Jaypur","6854","18.8606126","82.5510469","598.0792236","84,830","Koraput","OR"
"522","Mehsana","Mahesana","2762","23.5879607","72.3693252","82.83050537","84133","Mehsana","GJ"
"523","Karauli","Karoli; Kerowlee","7464","26.488323","77.0161436","278.2322998","82960","Karauli","RJ"
"524","Sahibganj",,"6436","25.2381216","87.6453592","39.74337006","80154","Sahibganj","JH"
"525","Kothagudem","Kottagudem","8744","17.6335295","81.0395821","54.34521484","79819","Khammam","TG"
"526","Itanagar",,"360","27.081581","93.6027","260.4170227","34970","Papum Pare","AR"
"527","Bagalkot","Bagalkote","8354","16.1725355","75.6557206","541.9478149","12068","Bagalkot","KA"
"528","Kavaratti",,"4896","10.5593204","72.6358134","-5.234758377","11210","Lakshadweep","LD"
